name,address1,city,state,zip,full_address,g_lat,g_lon,g_country,g_state,g_county,g_city,g_postcode,g_street,g_number,g_confidence,g_formatted,g_quality
Dollar General # 19677,3409 Perry Highway,New Castle,PA,16101,"3409 Perry Highway New Castle, PA 16101",41.025087,-80.188317,United States of America,Pennsylvania,,New Castle,,Perry Hwy,3409,10,"3409 Perry Hwy, New Castle, PA, United States of America",number
Dollar General # 2062,4207 St Stans Ave Ste 3,Northern Cambria,PA,15714,"4207 St Stans Ave Ste 3 Northern Cambria, PA 15714",40.6607192,-78.7788681,USA,Pennsylvania,Cambria County,Northern Cambria,15714,Saint Stans Avenue,4207,10,"4207 Saint Stans Avenue, Northern Cambria, PA 15714, United States of America",number
Dollar General # 2550,700 Main St,Portage,PA,15946,"700 Main St Portage, PA 15946",40.385777,-78.67308199999999,USA,Pennsylvania,Cambria County,Portage,15946,Main Street,700,10,"700 Main Street, Portage, PA 15946, United States of America",number
Dollar General # 17819,2330 Harlansburg Rd,New Castle,PA,16101,"2330 Harlansburg Rd New Castle, PA 16101",41.012564,-80.273571,United States of America,Pennsylvania,,New Castle,,Harlansburg Rd,2330,10,"2330 Harlansburg Rd, New Castle, PA, United States of America",number
Dollar General # 10221,1155 Butler Ave,New Castle,PA,16101,"1155 Butler Ave New Castle, PA 16101",40.9901476,-80.3206017,USA,Pennsylvania,Lawrence County,New Castle,16101,Butler Avenue,1155,10,"1155 Butler Avenue, New Castle, PA 16101, United States of America",number
Dollar General # 19698,454 S Washington St,Eau Claire,PA,16030,"454 S Washington St Eau Claire, PA 16030",41.1332818,-79.7990489,USA,Pennsylvania,Butler County,Eau Claire,16030,South Washington Street,454,10,"454 South Washington Street, Eau Claire, PA 16030, United States of America",number
Dollar General # 9928,1509 Moravia St,New Castle,PA,16101,"1509 Moravia St New Castle, PA 16101",40.9833855,-80.3504184,USA,Pennsylvania,Lawrence County,New Castle,16101,Moravia Street,1509,10,"1509 Moravia Street, New Castle, PA 16101, United States of America",number
Dollar General # 11253,139 Sunset Rd,Carrolltown,PA,15722,"139 Sunset Rd Carrolltown, PA 15722",40.614685,-78.70594,United States of America,Pennsylvania,,Carrolltown,,Sunset Rd,139,10,"139 Sunset Rd, Carrolltown, PA, United States of America",number
Dollar General # 13218,4360 William Flynn Hwy.,Harrisville,PA,16038,"4360 William Flynn Hwy. Harrisville, PA 16038",41.1453906,-80.00840100000001,USA,Pennsylvania,Butler County,Harrisville,16038,William Flinn Highway,,9,"William Flinn Highway, Harrisville, PA 16038, United States of America",street
Dollar General # 14205,4160 Edinburg Rd.,New Castle,PA,16102,"4160 Edinburg Rd. New Castle, PA 16102",40.963093,-80.436193,United States of America,Pennsylvania,,New Castle,,Edinburg Rd,,8,"Edinburg Rd, New Castle, PA, United States of America",street
Dollar General # 129,213 Hampton Ave,Punxsutawney,PA,15767,"213 Hampton Ave Punxsutawney, PA 15767",40.9456464,-78.9677497,USA,Pennsylvania,Jefferson County,Punxsutawney,15767,Hampton Avenue,213,10,"213 Hampton Avenue, Punxsutawney, PA 15767, United States of America",number
Dollar General # 4903,2205 W State St,New Castle,PA,16101,"2205 W State St New Castle, PA 16101",41.003395,-80.361278,USA,Pennsylvania,Lawrence County,New Castle,16101,West State Street,,9,"West State Street, New Castle, PA 16101, United States of America",street
Dollar General # 18983,3317 Route 36,Oliveburg,PA,15764,"3317 Route 36 Oliveburg, PA 15764",41.010151,-79.06466899999999,United States of America,Pennsylvania,,Punxsutawney,,Rte 36,,6,"Rte 36, Punxsutawney, PA, United States of America",street
Dollar General # 6186,2400 Wilmington Rd,New Castle,PA,16105,"2400 Wilmington Rd New Castle, PA 16105",41.0110912,-80.3497722,USA,Pennsylvania,Lawrence County,New Castle,16105,Wilmington Road,,9,"Wilmington Road, New Castle, PA 16105, United States of America",street
Dollar General # 8267,610 River Ave,Emlenton,PA,16373,"610 River Ave Emlenton, PA 16373",41.1765948,-79.703884,USA,Pennsylvania,Venango County,Emlenton,16373,River Avenue,,9,"River Avenue, Emlenton, PA 16373, United States of America",street
Dollar General # 2559,7477 Admiral Peary Hwy,Cresson,PA,16630,"7477 Admiral Peary Hwy Cresson, PA 16630",40.4596391,-78.5957023,USA,Pennsylvania,Cambria County,Cresson,16630,Admiral Peary Highway,7477,10,"7477 Admiral Peary Highway, Cresson, PA 16630, United States of America",number
Dollar General # 16329,3857 Pitt St,Schellsburg,PA,15559,"3857 Pitt St Schellsburg, PA 15559",40.0490144,-78.6387277,USA,Pennsylvania,Bedford County,Schellsburg,15559,Pitt Street,3857,10,"3857 Pitt Street, Schellsburg, PA 15559, United States of America",number
Dollar General # 2189,427 Magee Ave,Patton,PA,16668,"427 Magee Ave Patton, PA 16668",40.6335824,-78.64893309999999,USA,Pennsylvania,Cambria County,Patton,16668,Magee Avenue,427,9,"Dollar General, 427 Magee Avenue, Patton, PA 16668, United States of America",number
Dollar General # 4731,3626 Quaker Valley Rd,Alum Bank,PA,15521,"3626 Quaker Valley Rd Alum Bank, PA 15521",40.16852,-78.594802,United States of America,Pennsylvania,,Alum Bank,,Quaker Valley Rd,3626,10,"3626 Quaker Valley Rd, Alum Bank, PA, United States of America",number
Dollar General # 18812,10728 Route 66,Clarion,PA,16214,"10728 Route 66 Clarion, PA 16214",41.14713,-79.325565,United States of America,Pennsylvania,,Clarion,,Rte 66,10728,10,"10728 Rte 66, Clarion, PA, United States of America",number
Dollar General # 4428,3316 Wilmington Rd,New Castle,PA,16105,"3316 Wilmington Rd New Castle, PA 16105",41.0110912,-80.3497722,USA,Pennsylvania,Lawrence County,New Castle,16105,Wilmington Road,,9,"Wilmington Road, New Castle, PA 16105, United States of America",street
Dollar General # 18023,4110 W State St,Edinburg,PA,16116,"4110 W State St Edinburg, PA 16116",41.011084,-80.479123,USA,Pennsylvania,Lawrence County,Mahoning Township,16116,West State Street,,7,"West State Street, Mahoning Township, PA 16116, United States of America",street
Dollar General # 4940,1402 W Main St,Grove City,PA,16127,"1402 W Main St Grove City, PA 16127",41.1668488,-80.10639140000001,USA,Pennsylvania,Mercer County,Grove City,16127,West Main Street,1402,10,"1402 West Main Street, Grove City, PA 16127, United States of America",number
Dollar General # 18076,5537 Pittsburgh Rd,Harrisville,PA,16038,"5537 Pittsburgh Rd Harrisville, PA 16038",41.197749,-79.975067,United States of America,Pennsylvania,,Harrisville,,Pittsburgh Rd,,8,"Pittsburgh Rd, Harrisville, PA, United States of America",street
Dollar General # 11408,616 Main St,Gallitzin,PA,16641,"616 Main St Gallitzin, PA 16641",40.4806708,-78.55224080000001,USA,Pennsylvania,Cambria County,Gallitzin,16641,Main Street,616,10,"616 Main Street, Gallitzin, PA 16641, United States of America",number
Dollar General # 698,4064 Center St,Hyndman,PA,15545,"4064 Center St Hyndman, PA 15545",39.819754,-78.722325,USA,Pennsylvania,Bedford County,Hyndman,15545-7739,Center Street,,9,"Center Street, Hyndman, PA 15545-7739, United States of America",street
Dollar General # 2229,443 S 5th Ave Ste 20,Clarion,PA,16214,"443 S 5th Ave Ste 20 Clarion, PA 16214",41.206448,-79.39103609999999,USA,Pennsylvania,Clarion County,Clarion,16214,South 5th Avenue,443,10,"443 South 5th Avenue, Clarion, PA 16214, United States of America",number
Dollar General # 7865,760 Miller St,Knox,PA,16232,"760 Miller St Knox, PA 16232",41.2306242,-79.5284012,USA,Pennsylvania,Clarion County,Knox,16232,Miller Street,760,10,"760 Miller Street, Knox, PA 16232, United States of America",number
Dollar General # 18825,16111 Rte 322,Clarion,PA,16214,"16111 Rte 322 Clarion, PA 16214",41.205361,-79.339956,United States of America,Pennsylvania,,Clarion,,Rte 322,16111,10,"16111 Rte 322, Clarion, PA, United States of America",number
Dollar General # 10324,1995 Mercer New Wilmingto,New Wilmington,PA,16142,"1995 Mercer New Wilmingto New Wilmington, PA 16142",41.13207,-80.325447,United States of America,Pennsylvania,,New Wilmington,,Mercer-New Wilmington Rd,,9,"Mercer-New Wilmington Rd, New Wilmington, PA, United States of America",street
Dollar General # 18851,10208 Route 322,Shippenville,PA,16254,"10208 Route 322 Shippenville, PA 16254",41.243539,-79.428658,United States of America,Pennsylvania,,Shippenville,,Rte 322,,8,"Rte 322, Shippenville, PA, United States of America",street
Dollar General # 4058,12792 Dunnings Hwy (Old Rt 220,Claysburg,PA,16625,"12792 Dunnings Hwy (Old Rt 220 Claysburg, PA 16625",40.280398,-78.458485,United States of America,Pennsylvania,,Claysburg,,Dunnings Hwy,,8,"Dunnings Hwy, Claysburg, PA, United States of America",street
Dollar General # 503,225 Allegheny Blvd (Sr 36),Brookville,PA,15825,"225 Allegheny Blvd (Sr 36) Brookville, PA 15825",41.173068,-79.098049,United States of America,Pennsylvania,,Brookville,,Allegheny Blvd,,7,"Allegheny Blvd, Brookville, PA, United States of America",street
Dollar General # 18654,1146 Old Route 22,Duncansville,PA,16635,"1146 Old Route 22 Duncansville, PA 16635",40.420474,-78.460784,United States of America,Pennsylvania,,Duncansville,,Old Rte 22,1146,10,"1146 Old Rte 22, Duncansville, PA, United States of America",number
Dollar General # 433,125 W Pitt St,Bedford,PA,15522,"125 W Pitt St Bedford, PA 15522",40.018948,-78.504825,USA,Pennsylvania,Bedford County,Bedford,15522,West Pitt Street,,9,"West Pitt Street, Bedford, PA 15522, United States of America",street
Dollar General # 14208,270 W. Liberty,Sykesville,PA,15865,"270 W. Liberty Sykesville, PA 15865",41.046495,-78.824865,United States of America,Pennsylvania,,Sykesville,,W Liberty St,,9,"W Liberty St, Sykesville, PA, United States of America",street
Dollar General # 8429,514 Greenville Rd,Mercer,PA,16137,"514 Greenville Rd Mercer, PA 16137",41.233774,-80.24137,USA,Pennsylvania,Mercer County,Mercer,16137,Greenville Road,514,10,"514 Greenville Road, Mercer, PA 16137, United States of America",number
Dollar General # 18986,2535 Glendale Valley Blvd,Flinton,PA,16640,"2535 Glendale Valley Blvd Flinton, PA 16640",40.7152262,-78.52156479999999,USA,Pennsylvania,Cambria County,Dean Township,16640,Glendale Valley Boulevard,2535,10,"2535 Glendale Valley Boulevard, Dean Township, PA 16640, United States of America",number
Dollar General # 2818,502 3rd Ave,Duncansville,PA,16635,"502 3rd Ave Duncansville, PA 16635",40.4227572,-78.43578309999999,USA,Pennsylvania,Blair County,Duncansville,16635,3rd Avenue,,9,"3rd Avenue, Duncansville, PA 16635, United States of America",street
Dollar General # 4123,1677 Dorsey Avenue,Irvona,PA,16656,"1677 Dorsey Avenue Irvona, PA 16656",40.7730341,-78.5500814,USA,Pennsylvania,Clearfield County,Irvona,16656,Dorsey Avenue,1677,10,"1677 Dorsey Avenue, Irvona, PA 16656, United States of America",number
Dollar General # 17753,1114 Franklin Rd,Jackson Center,PA,16133,"1114 Franklin Rd Jackson Center, PA 16133",41.270149,-80.1474162,USA,Pennsylvania,Mercer County,Jackson Center,16133,Franklin Road,1114,10,"1114 Franklin Road, Jackson Center, PA 16133, United States of America",number
Dollar General # 8310,5992 Route 322,Reynoldsville,PA,15851,"5992 Route 322 Reynoldsville, PA 15851",41.105129,-78.900683,United States of America,Pennsylvania,,Reynoldsville,,US Hwy 322,,6,"US Hwy 322, Reynoldsville, PA, United States of America",street
Dollar General # 8003,920 31st St,Altoona,PA,16601,"920 31st St Altoona, PA 16601",40.498795,-78.419073,USA,Pennsylvania,Blair County,Altoona,16601,31st Street,920,10,"920 31st Street, Altoona, PA 16601, United States of America",number
Dollar General # 1931,910 E Main St,Roaring Spring,PA,16673,"910 E Main St Roaring Spring, PA 16673",40.3358188,-78.3919796,USA,Pennsylvania,Blair County,Roaring Spring,16673,East Main Street,910,10,"910 East Main Street, Roaring Spring, PA 16673, United States of America",number
Dollar General # 17969,1230 14th Ave,Altoona,PA,16601,"1230 14th Ave Altoona, PA 16601",40.5175699,-78.4032232,USA,Pennsylvania,Blair County,Altoona,16601,14th Avenue,1230,10,"1230 14th Avenue, Altoona, PA 16601, United States of America",number
Dollar General # 11460,3452 Sharon Rd,West Middlesex,PA,16159,"3452 Sharon Rd West Middlesex, PA 16159",41.178292,-80.455595,USA,Pennsylvania,Mercer County,West Middlesex,16159,Sharon Road,3452,10,"3452 Sharon Road, West Middlesex, PA 16159, United States of America",number
Dollar General # 12436,904 Blair St,Hollidaysburg,PA,16648,"904 Blair St Hollidaysburg, PA 16648",40.4290377,-78.3858333,USA,Pennsylvania,Blair County,Hollidaysburg,16648,Blair Street,904,10,"904 Blair Street, Hollidaysburg, PA 16648, United States of America",number
Dollar General # 11685,2092 Woodbury Pike,Loysburg,PA,16659,"2092 Woodbury Pike Loysburg, PA 16659",40.1601977,-78.3727559,USA,Pennsylvania,Bedford County,Loysburg,16659,Woodbury Pike,,9,"Woodbury Pike, Loysburg, PA 16659, United States of America",street
Dollar General # 4081,311 S Lloyd St,Altoona,PA,16602,"311 S Lloyd St Altoona, PA 16602",40.5224067,-78.3834617,USA,Pennsylvania,Blair County,Altoona,16602,Lloyd Street,311,10,"311 Lloyd Street, Altoona, PA 16602, United States of America",number
Dollar General # 10120,1013 N 4th Ave,Altoona,PA,16601,"1013 N 4th Ave Altoona, PA 16601",40.5416177,-78.37881779999999,USA,Pennsylvania,Blair County,Altoona,16601,North 4th Avenue,1013,10,"1013 North 4th Avenue, Altoona, PA 16601, United States of America",number
Dollar General # 16619,6125 E State St,Hermitage,PA,16148,"6125 E State St Hermitage, PA 16148",41.2377898,-80.3984231,USA,Pennsylvania,Mercer County,Hermitage,16148,East State Street,6125,10,"6125 East State Street, Hermitage, PA 16148, United States of America",number
Dollar General # 18190,1407 Pittsburgh Rd,Franklin,PA,16323,"1407 Pittsburgh Rd Franklin, PA 16323",40.0084433,-79.7634298,USA,Pennsylvania,Fayette County,Franklin Township,15488,Pittsburgh Road,,9,"Pittsburgh Road, Franklin Township, PA 15488, United States of America",street
Dollar General # 18823,48 1st St,Grampian,PA,16838,"48 1st St Grampian, PA 16838",40.9579648,-78.61167880000001,USA,Pennsylvania,Clearfield County,Grampian,16838,1st Street,48,10,"48 1st Street, Grampian, PA 16838, United States of America",number
Dollar General # 18318,2337 Route 157,Fryburg,PA,16326,"2337 Route 157 Fryburg, PA 16326",41.355749,-79.44383000000001,United States of America,Pennsylvania,,Fryburg,,Rte 157,,8,"Rte 157, Fryburg, PA, United States of America",street
Dollar General # 8289,2505 Mercer St,Stoneboro,PA,16153,"2505 Mercer St Stoneboro, PA 16153",41.341781,-80.08853999999999,United States of America,Pennsylvania,,Stoneboro,,Mercer St,2505,10,"2505 Mercer St, Stoneboro, PA, United States of America",number
Dollar General # 6445,2297 Curryville Rd,Martinsburg,PA,16662,"2297 Curryville Rd Martinsburg, PA 16662",40.296427,-78.33149299999999,United States of America,Pennsylvania,,Martinsburg,,Curryville Rd,,8,"Curryville Rd, Martinsburg, PA, United States of America",street
Dollar General # 8394,843 Sharon New Castle Rd,Farrell,PA,16121,"843 Sharon New Castle Rd Farrell, PA 16121",41.2133173,-80.4812853,USA,Pennsylvania,Mercer County,Farrell,16121,Sharon New Castle Road,843,10,"843 Sharon New Castle Road, Farrell, PA 16121, United States of America",number
Dollar General # 17914,606 S Temple Ln,Altoona,PA,16602,"606 S Temple Ln Altoona, PA 16602",40.540974,-78.356757,United States of America,Pennsylvania,,Altoona,,E Temple Ln,,7,"E Temple Ln, Altoona, PA, United States of America",street
Dollar General # 9356,1002 S Brady St,Du Bois,PA,15801,"1002 S Brady St Du Bois, PA 15801",41.130026,-78.762276,United States of America,Pennsylvania,,DuBois,,Dubois St,,7,"Dubois St, DuBois, PA, United States of America",street
Dollar General # 18430,1497 N Perry Hwy,Mercer,PA,16137,"1497 N Perry Hwy Mercer, PA 16137",41.2372552,-80.23812909999999,USA,Pennsylvania,Mercer County,Coolspring Township,16137,North Perry Highway,,9,"North Perry Highway, Coolspring Township, PA 16137, United States of America",street
Dollar General # 432,11 E Main Street,Everett,PA,15537,"11 E Main Street Everett, PA 15537",40.0114752,-78.3728663,USA,Pennsylvania,Bedford County,Everett,15537,East Main Street,11,10,"11 East Main Street, Everett, PA 15537, United States of America",number
Dollar General # 11515,3958 Sr 257,Seneca,PA,16346,"3958 Sr 257 Seneca, PA 16346",41.403745,-79.70810899999999,United States of America,Pennsylvania,,Seneca,,State Rte 257,,8,"State Rte 257, Seneca, PA, United States of America",street
Dollar General # 8316,871 E State St,Sharon,PA,16146,"871 E State St Sharon, PA 16146",41.2331145,-80.4928037,USA,Pennsylvania,Mercer County,Sharon,16146,East State Street,871,9,"Kraynak's, 871 East State Street, Sharon, PA 16146, United States of America",number
Dollar General # 1655,697 Allegheny Blvd,Franklin,PA,16323,"697 Allegheny Blvd Franklin, PA 16323",41.395699,-79.82097950000001,USA,Pennsylvania,Venango County,Franklin,16323,Allegheny Boulevard,,9,"Allegheny Boulevard, Franklin, PA 16323, United States of America",street
Dollar General # 7641,1679 N Hermitage Rd,Hermitage,PA,16148,"1679 N Hermitage Rd Hermitage, PA 16148",41.2567604,-80.4520588,USA,Pennsylvania,Mercer County,Hermitage,16148,North Hermitage Road,1679,10,"1679 North Hermitage Road, Hermitage, PA 16148, United States of America",number
Dollar General # 2110,90 Main St,Bellwood,PA,16617,"90 Main St Bellwood, PA 16617",40.5954532,-78.33623559999999,USA,Pennsylvania,Blair County,Bellwood,16617,Main Street,90,10,"90 Main Street, Bellwood, PA 16617, United States of America",number
Dollar General # 16801,32925 Pa Route 66,Leeper,PA,16233,"32925 Pa Route 66 Leeper, PA 16233",41.371064,-79.303298,United States of America,Pennsylvania,,Leeper,,Rte 66,,9,"Rte 66, Leeper, PA, United States of America",street
Dollar General # 10982,5750 Shaffer Rd,Du Bois,PA,15801,"5750 Shaffer Rd Du Bois, PA 15801",41.133896,-78.760857,United States of America,Pennsylvania,,DuBois,,Dubois St,,5,"Dubois St, DuBois, PA, United States of America",street
Dollar General # 4935,500 State St,Curwensville,PA,16833,"500 State St Curwensville, PA 16833",40.976475,-78.52922,USA,Pennsylvania,Clearfield County,Curwensville,16833,State Street,,9,"State Street, Curwensville, PA 16833, United States of America",street
Dollar General # 8878,575 N Seneca St,Oil City,PA,16301,"575 N Seneca St Oil City, PA 16301",41.444321,-79.701857,United States of America,Pennsylvania,,Oil City,,N Seneca St,575,10,"575 N Seneca St, Oil City, PA, United States of America",number
Dollar General # 4484,711 Main St,Saxton,PA,16678,"711 Main St Saxton, PA 16678",40.2155313,-78.244406,USA,Pennsylvania,Bedford County,Saxton,16678,Main Street,711,10,"711 Main Street, Saxton, PA 16678, United States of America",number
Dollar General # 19034,710 Arlington Dr,Greenville,PA,16125,"710 Arlington Dr Greenville, PA 16125",41.349395,-80.409268,United States of America,Pennsylvania,,Greenville,,Arlington Dr,710,10,"710 Arlington Dr, Greenville, PA, United States of America",number
